StandingOrderID,Sender,Receiver,Amount,Title,Frequency,StartDate,EndDate
479,LI7115490UEKKHC5HEOMC,PL48063123299606189735634665,68,Waste management services,1,30-05-2022,04-07-2022
480,LI7115490UEKKHC5HEOMC,AT678813955725840852,343,Construction services,2,06-05-2022,18-07-2022
481,LI7115490UEKKHC5HEOMC,LI94577706TCILDNRABOC,66,Finance services,7,16-04-2022,15-11-2022
482,PK52YQMIKKNXKJTPECSBKECZ,FR521761738278VD4WOODAQLA67,67,Finance services,10,17-02-2022,28-12-2022
483,PK52YQMIKKNXKJTPECSBKECZ,SM04O2872816220NX2CRTU1F91Z,30,Finance services,3,04-04-2022,07-07-2022
484,PK52YQMIKKNXKJTPECSBKECZ,SK9128096539431151563108,173,Event planning services,3,18-12-2021,03-04-2022
485,PK52YQMIKKNXKJTPECSBKECZ,FR067220098632VIHYMPBGS8E97,276,Consulting services,5,20-01-2022,16-07-2022
486,RO24FUJYCNJEVRWWMVTOBVYT,BH97ABMEE8WLEVCLROPPPE,137,Construction services,10,08-02-2022,10-12-2022
487,HU58313167784880213722880914,MU31UEWC1168158191908027236MKS,189,Waste management services,1,06-02-2022,15-03-2022
488,HU58313167784880213722880914,MR2368945812321419374551561,194,Marketing services,3,26-06-2022,30-09-2022
489,FR823591936920GRRQXKU19RZ41,IS928892874631938551679674,133,Consulting services,12,23-12-2021,09-01-2023
490,GR468571309BMGLC5BMOONSZWQT,VG31PSVD3306916511040551,125,Waste management services,3,13-11-2021,20-02-2022
491,GR468571309BMGLC5BMOONSZWQT,TN9828137049969786960962,277,Delivery services,8,19-03-2022,05-12-2022
492,NO7274412447600,MD02BZL3BAJBVBOSVTVUCZLH,133,Training services,8,22-04-2022,01-01-2023
493,NO7274412447600,RS27535419511289380411,263,Marketing services,6,04-06-2022,17-12-2022
494,NO7274412447600,LT696654847411372478,450,Waste management services,3,14-03-2022,30-06-2022
495,LV70QKFNXIINGQFGQWTS8,CY8714298070SW8FV1GLHBWSTKYO,484,Software services,13,16-08-2021,11-09-2022
496,LV70QKFNXIINGQFGQWTS8,MD127KRR5IDXVHDKKSBDCYLZ,63,Marketing services,1,19-08-2022,10-10-2022
497,LV70QKFNXIINGQFGQWTS8,SA5545H45I8QO6OZPKC1AJ1H,220,Security services,1,18-09-2021,06-11-2021
498,DO09YBQL07479057498667250098,DE42771744757544870860,146,Software services,5,31-08-2021,13-02-2022
499,MD352HZKLXD7BFBSGKEAUTNZ,BH67DBGDTWOO98T1IIB1GE,78,Legal services,3,04-08-2022,01-12-2022
500,MD352HZKLXD7BFBSGKEAUTNZ,MD45BCMPTO0A8JEWCMIMULCR,318,Waste management services,5,14-02-2022,06-08-2022
501,MK2390315VYRI0CKX34,TN2192558651311039733353,271,Security services,5,19-04-2022,23-09-2022
502,MK2390315VYRI0CKX34,DK2114195689978254,498,Security services,6,19-05-2022,15-11-2022
503,LI9371923OXAYHIGPTSWF,CY5122402135SHM0H4LXR6ZNAKUI,345,Event planning services,13,30-09-2021,03-11-2022
504,LI9371923OXAYHIGPTSWF,FR044345369650K70UZEP1PLB38,407,Construction services,3,04-07-2022,07-10-2022
505,FR919332503670XLIEN3EAJAP79,SI14376102936075049,126,Finance services,1,23-04-2022,06-06-2022
506,CH9064317NC6X7QUDMO5B,HU58313167784880213722880914,132,Travel services,2,23-10-2021,26-12-2021
507,CH9064317NC6X7QUDMO5B,AE236837503028130721519,265,Travel services,1,14-08-2021,18-09-2021
508,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,SI16655849116473450,172,Finance services,6,16-04-2022,20-10-2022
509,PT49707589011545865450544,FR023968166162QFMI9LTRFYP13,65,Finance services,2,02-07-2021,12-09-2021
510,CY95098509140KUMVLON9VLJIQD8,GB76IQCB97160799774998,203,Security services,11,31-10-2021,20-10-2022
511,CY95098509140KUMVLON9VLJIQD8,NL57TYWJ4684226641,106,Consulting services,5,10-02-2022,22-07-2022
512,IS720835397310571562917668,BE14175804407331,255,Legal services,6,10-07-2021,08-01-2022
513,IS720835397310571562917668,SM67I59744507953ATHJ7DUIE9D,151,Event planning services,3,11-08-2021,24-11-2021
514,KZ5999506HVXYZY3JUJI,SI16655849116473450,312,Waste management services,3,21-03-2022,30-06-2022
515,KZ5999506HVXYZY3JUJI,IL864925811367077730271,411,Delivery services,6,23-05-2022,20-11-2022
516,DE88503433710437310817,FR263097337494WTJNN9YCWBB79,236,Health and wellness services,6,27-06-2021,21-01-2022
517,AT678813955725840852,FR303288991256XXMQKCMLZAD26,470,Training services,2,16-04-2022,17-06-2022
518,AT678813955725840852,IS928892874631938551679674,327,Health and wellness services,8,27-11-2021,02-08-2022
519,AT678813955725840852,KW60GHNXNSHUOVNJSBVP2SQ00JCM0P,473,Event planning services,1,12-02-2022,02-04-2022
520,MU31ZXVS5616427840984886555RWZ,NO5707298372619,305,Construction services,4,09-02-2022,12-06-2022
521,MU31ZXVS5616427840984886555RWZ,EE853716562864970222,124,Legal services,5,14-02-2022,26-07-2022
522,MU31ZXVS5616427840984886555RWZ,CY9873342199LFMKFAYXM2EDQHLW,305,Finance services,1,20-03-2022,23-04-2022
523,MU31ZXVS5616427840984886555RWZ,ES1439225274313147027314,40,Insurance services,8,28-01-2022,01-10-2022
524,AZ64HEGTJCSUZBLP4MODQD5TXA2Y,IL864925811367077730271,144,Finance services,1,12-11-2022,18-12-2022
525,SA82871FSUT7YMRSB9HYZFRQ,FR3481428835649QEVERDZJYP38,309,Training services,5,16-04-2022,23-09-2022
526,SA82871FSUT7YMRSB9HYZFRQ,FR972388823743M5JPHUZ8VN953,298,Delivery services,1,03-10-2022,18-11-2022
527,SA82871FSUT7YMRSB9HYZFRQ,KZ5999506HVXYZY3JUJI,387,Travel services,4,27-08-2022,02-01-2023
528,SA82871FSUT7YMRSB9HYZFRQ,MT96UJMO84351ISUKDQAC1BVUSET7YZ,357,Delivery services,7,02-04-2022,17-11-2022
529,BH58MVVMELSVPCFDSZUQT8,IS928892874631938551679674,104,Marketing services,10,09-02-2022,17-12-2022
530,FR3141806374742YTJQIW8M8V61,FR957095196666WZCFKX7UIOC49,277,Waste management services,8,15-10-2021,14-06-2022
531,FR3141806374742YTJQIW8M8V61,SA82871FSUT7YMRSB9HYZFRQ,481,Training services,2,18-08-2022,13-11-2022
532,FR3141806374742YTJQIW8M8V61,BG96DUOA015893RAOVD5AK,487,Travel services,2,08-06-2022,24-08-2022
533,HU15831059445261419254720391,PT96360701922156082244556,57,Health and wellness services,2,01-12-2021,04-02-2022
534,HU15831059445261419254720391,FR1502944963172WZYK2TOUP756,425,Legal services,4,12-04-2022,30-08-2022
535,HU15831059445261419254720391,ES4028147503081363996112,338,Finance services,8,06-11-2021,19-07-2022
536,FR236631003080GIYTWDCWVFH78,BG96DUOA015893RAOVD5AK,29,Marketing services,9,09-02-2022,26-11-2022
537,FR236631003080GIYTWDCWVFH78,BR1205660151330024495652954UY,446,Waste management services,4,17-07-2022,26-11-2022
538,FR236631003080GIYTWDCWVFH78,PT79958979704247087374884,164,Event planning services,5,20-02-2022,16-08-2022
539,BE55191200578333,FR695430719047MSWFWEIHCAO18,373,Travel services,1,27-12-2021,11-02-2022
540,SA3362YUBLXWH0QPSXXHHUFK,FI2219198455116224,72,Security services,9,28-12-2021,15-10-2022
541,SA3362YUBLXWH0QPSXXHHUFK,FR5013365821287GQMMDD6OLU83,81,Construction services,5,19-06-2022,04-12-2022
542,SA3362YUBLXWH0QPSXXHHUFK,SI74825760997584571,429,Consulting services,9,16-03-2022,14-12-2022
543,SA3362YUBLXWH0QPSXXHHUFK,KW82KSFYM4YY93ESZGLAMCNATMMBIG,70,Delivery services,11,30-12-2021,24-12-2022
544,ES4028147503081363996112,LB020531YBRENLULG71HLYYHAJFW,393,Finance services,9,07-04-2022,05-01-2023
545,ES4028147503081363996112,IS854519170803540031159058,72,Software services,3,15-06-2022,14-09-2022
546,ES4028147503081363996112,FR273037025062NQTUZGL8HIC68,161,Training services,3,18-03-2022,13-07-2022
547,KZ64703VA9TXWV1O4CUM,FR936121328389LQQGOASLWT796,425,Security services,4,16-07-2022,24-11-2022
548,KZ64703VA9TXWV1O4CUM,SE4479248889724865310316,51,Software services,3,20-08-2022,23-11-2022
549,KZ64703VA9TXWV1O4CUM,FR695430719047MSWFWEIHCAO18,380,Security services,8,13-12-2021,22-08-2022
550,LV98EVGAVWCBKYEZOLKU9,ME29934419048456282390,318,Legal services,2,28-09-2022,03-12-2022
551,LV98EVGAVWCBKYEZOLKU9,NO1086289381692,21,Marketing services,2,27-03-2022,17-06-2022
552,LV98EVGAVWCBKYEZOLKU9,DO39GE7C12482803957849368595,290,Finance services,7,12-02-2022,10-09-2022
553,LV55XFBII6FKFXSK3PXAU,FR241647887802ACKVGEEEQZM87,256,Event planning services,2,15-08-2022,03-11-2022
554,FR390919493726CUBB0X2AUQD94,FR263097337494WTJNN9YCWBB79,372,Finance services,4,15-09-2021,18-01-2022
555,FR390919493726CUBB0X2AUQD94,GI75AYZZSTSK4O602XYWK5Y,298,Insurance services,6,05-06-2022,20-12-2022
556,ME65998433026079128554,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,457,Health and wellness services,2,30-07-2022,20-10-2022
557,ME65998433026079128554,SI24995381014793617,81,Travel services,1,29-10-2021,06-12-2021
558,FR938173448585BAIZQZ14X8G91,RS34859514741464869106,292,Security services,4,18-07-2022,16-11-2022
559,BH97ABMEE8WLEVCLROPPPE,FR269578997927ZXUFJFD0UIZ87,376,Finance services,2,16-02-2022,22-04-2022
560,BH97ABMEE8WLEVCLROPPPE,PT07106690676316508649610,130,Insurance services,9,09-12-2021,24-09-2022
561,BH97ABMEE8WLEVCLROPPPE,LV72XXYBH0G42VAO1QZAS,340,Finance services,2,08-04-2022,21-06-2022
562,SI14376102936075049,CR6208159620834962189,255,Insurance services,9,26-08-2021,09-06-2022
563,SI14376102936075049,DE26201314004591017445,177,Finance services,5,18-05-2022,04-11-2022
564,CZ7345444139802983588544,DE40064213356819991051,31,Event planning services,2,10-09-2022,04-12-2022
565,CZ7345444139802983588544,AT081187867286884882,70,Insurance services,4,05-08-2022,01-01-2023
566,CZ7345444139802983588544,FI2219198455116224,393,Consulting services,2,24-06-2022,01-09-2022
567,HU90888651622857489620287790,PK16JVLT9WUDT2GTNRJXDCWX,310,Construction services,1,22-10-2022,18-12-2022
568,HU90888651622857489620287790,ES4028147503081363996112,423,Delivery services,8,20-04-2022,06-01-2023
569,HU90888651622857489620287790,FR1502944963172WZYK2TOUP756,485,Security services,7,08-05-2022,01-01-2023
570,CR3363379287437459602,LI9457531A6YJLWIJKNSQ,270,Delivery services,2,01-08-2021,01-10-2021
571,CR3363379287437459602,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,425,Insurance services,10,16-01-2022,22-11-2022
572,SA7921PAVZLGBPQUVNDYCZNY,ME29934419048456282390,251,Marketing services,5,01-06-2022,20-11-2022
573,SA7921PAVZLGBPQUVNDYCZNY,FR984154852590FLGU1CSXJNA08,441,Delivery services,3,15-08-2022,19-11-2022
574,FR9031821508967Z4A0EKZ0F802,IL757842282767511621870,489,Event planning services,2,14-11-2021,17-01-2022
575,FR9031821508967Z4A0EKZ0F802,SA8805TF9YHK68JRJYE64GMK,75,Security services,1,16-03-2022,21-04-2022
576,FR9031821508967Z4A0EKZ0F802,GE75WE8521088818461588,102,Training services,2,13-03-2022,20-05-2022
577,ME17166678628475535698,CH0777012CHPF0RNYLH5D,491,Software services,9,05-12-2021,30-09-2022
578,ME17166678628475535698,CH6793171T2FIYUY16UEY,327,Waste management services,1,06-01-2022,04-03-2022
579,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,IE72QVSZ87136645799851,172,Software services,1,05-11-2022,23-12-2022
580,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,HU68784313704422979806045343,337,Event planning services,2,20-09-2022,10-12-2022
581,FR263097337494WTJNN9YCWBB79,SK9128096539431151563108,324,Construction services,2,20-07-2021,22-09-2021
582,FR263097337494WTJNN9YCWBB79,IT56S7325864523V7YMRWOSUY1J,163,Insurance services,1,06-08-2021,10-09-2021
583,FR554239335295BIZEUWV3CFF55,BR0310713915481509546647092WZ,77,Construction services,5,21-07-2022,11-01-2023
584,FR554239335295BIZEUWV3CFF55,FR666537258783X8OMC04VFTC42,422,Waste management services,6,19-06-2022,01-01-2023
585,ME47023169616824130549,AD0357942949XKSMVLBOOIBA,119,Software services,5,02-04-2022,22-09-2022
586,ME47023169616824130549,GB76IQCB97160799774998,218,Legal services,12,28-11-2021,25-11-2022
587,ME47023169616824130549,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,398,Training services,4,16-05-2022,22-09-2022
588,FR984154852590FLGU1CSXJNA08,CH584827884PGVRUBCRFO,258,Marketing services,5,30-04-2022,03-10-2022
589,DK1296358774419108,ME06010270545643065544,299,Delivery services,4,21-06-2022,02-11-2022
590,DK1296358774419108,IS720835397310571562917668,359,Construction services,7,16-06-2021,01-02-2022
591,DK1296358774419108,FR023968166162QFMI9LTRFYP13,212,Consulting services,1,19-04-2021,30-05-2021
592,MT96UJMO84351ISUKDQAC1BVUSET7YZ,FR023968166162QFMI9LTRFYP13,78,Delivery services,1,24-10-2021,12-12-2021
593,MT96UJMO84351ISUKDQAC1BVUSET7YZ,MC252479540832T14TYUTCAJX17,145,Travel services,11,30-12-2021,29-11-2022
594,MT96UJMO84351ISUKDQAC1BVUSET7YZ,DO09YBQL07479057498667250098,31,Delivery services,7,30-12-2021,30-07-2022
595,FR067220098632VIHYMPBGS8E97,MK607269Y52K7L4HG42,196,Travel services,3,07-06-2022,15-09-2022
596,FR067220098632VIHYMPBGS8E97,AD0357942949XKSMVLBOOIBA,248,Event planning services,1,03-06-2022,05-07-2022
597,FR067220098632VIHYMPBGS8E97,NO2855437598422,447,Software services,2,19-08-2021,02-11-2021
598,DK2114195689978254,SK8004144805657907594151,159,Legal services,4,13-08-2022,04-01-2023
599,DK2114195689978254,SM04O2872816220NX2CRTU1F91Z,28,Security services,1,19-05-2022,11-07-2022
600,DE14729572230611752366,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,373,Consulting services,9,06-01-2022,13-10-2022
601,LI2942803QDOD3E000JXV,SM15Z7626700133IYW0DGUTCR6Q,60,Legal services,1,09-11-2021,16-12-2021
602,FR746574562519JBFAYYCZ5KX70,BA975439577438062611,315,Construction services,3,11-04-2022,03-08-2022
603,FR746574562519JBFAYYCZ5KX70,SA82871FSUT7YMRSB9HYZFRQ,282,Event planning services,2,16-10-2022,27-12-2022
604,FR746574562519JBFAYYCZ5KX70,FR5041164036327DMV1CRBHOK58,132,Legal services,7,04-04-2022,14-11-2022
605,FR553701618541DD6XFVKOG0J19,DE88503433710437310817,457,Delivery services,3,04-03-2022,20-06-2022
606,FR553701618541DD6XFVKOG0J19,FR746574562519JBFAYYCZ5KX70,350,Finance services,6,22-12-2021,11-07-2022
607,FR553701618541DD6XFVKOG0J19,KW82KSFYM4YY93ESZGLAMCNATMMBIG,336,Finance services,6,01-10-2021,13-04-2022
608,LB941675UDL4DF8O5J2L71XJLEFK,GR398289153L5EKN5JL8GVUGQ9D,22,Travel services,2,07-09-2022,15-11-2022
609,LB941675UDL4DF8O5J2L71XJLEFK,MK88922HU8SSC0WM810,390,Training services,2,14-08-2022,01-11-2022
610,LB941675UDL4DF8O5J2L71XJLEFK,ME47023169616824130549,234,Finance services,4,08-06-2022,10-10-2022
611,GI75AYZZSTSK4O602XYWK5Y,RS34859514741464869106,279,Consulting services,5,03-07-2022,09-12-2022
612,GI75AYZZSTSK4O602XYWK5Y,FR415369337789HNEDLEYCLTX34,63,Delivery services,1,22-07-2022,31-08-2022
613,GI75AYZZSTSK4O602XYWK5Y,GR468571309BMGLC5BMOONSZWQT,333,Travel services,2,16-06-2022,06-09-2022
614,BG40TPDR774015VYLUI0BM,CR6208159620834962189,190,Legal services,3,20-08-2021,22-11-2021
615,BG40TPDR774015VYLUI0BM,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,180,Security services,1,08-12-2021,27-01-2022
616,GR610161458JIHV88MPLUUKPWJ5,CZ7345444139802983588544,320,Legal services,5,14-07-2022,04-01-2023
617,GR610161458JIHV88MPLUUKPWJ5,RO38TDIXDHGRSSBIIEBSAHNZ,96,Legal services,2,13-03-2022,05-06-2022
618,SK8004144805657907594151,MR2233184551320834197541398,56,Construction services,1,25-07-2022,20-09-2022
619,SK8004144805657907594151,FR262813619748PNCVTCELAXG12,199,Insurance services,2,13-05-2022,27-07-2022
620,SK8004144805657907594151,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,383,Construction services,3,11-08-2022,09-11-2022
621,NL16YIIT3067429023,FR654459310157FSFJXHSE1FU24,365,Health and wellness services,11,17-12-2021,12-11-2022
622,NL16YIIT3067429023,MU31UEWC1168158191908027236MKS,123,Delivery services,4,28-11-2021,26-04-2022
623,FR303288991256XXMQKCMLZAD26,FR236631003080GIYTWDCWVFH78,394,Insurance services,4,05-05-2022,05-09-2022
624,HR2684646346109894181,IL563665854804309369837,118,Event planning services,9,13-01-2022,07-11-2022
625,HR2684646346109894181,LT696654847411372478,109,Software services,5,06-08-2021,07-01-2022
626,HR2684646346109894181,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,293,Training services,13,31-08-2021,02-10-2022
627,ME29934419048456282390,FR768052907885WGR8C1JBYOU54,101,Waste management services,2,26-06-2022,14-09-2022
628,ME29934419048456282390,LI94577706TCILDNRABOC,335,Construction services,3,24-06-2022,13-10-2022
629,ME29934419048456282390,FR3141806374742YTJQIW8M8V61,20,Security services,6,12-06-2022,23-12-2022
630,ES6345491053851602647405,LI9457531A6YJLWIJKNSQ,135,Waste management services,4,17-10-2021,23-02-2022
631,ES6345491053851602647405,LU40354T9JDUQ2D13TJD,187,Travel services,3,15-08-2021,08-12-2021
632,ES6345491053851602647405,KZ5999506HVXYZY3JUJI,112,Legal services,1,04-11-2021,24-12-2021
633,FO0906938323937245,IE72QVSZ87136645799851,204,Consulting services,4,25-12-2021,28-04-2022
634,FO0906938323937245,DE42771744757544870860,270,Legal services,3,09-01-2022,06-05-2022
635,FO0906938323937245,CH0777012CHPF0RNYLH5D,435,Waste management services,2,02-01-2022,05-03-2022
636,ES1439225274313147027314,KZ10710KAXRKBV4ETOSD,160,Software services,1,30-11-2022,07-01-2023
637,ES1439225274313147027314,AE791992291992682614433,136,Consulting services,1,23-06-2022,15-08-2022
638,ES1439225274313147027314,CH40257354COC2G42ATEJ,154,Marketing services,2,16-08-2022,21-10-2022
639,AT671585863609047907,SA8805TF9YHK68JRJYE64GMK,303,Security services,1,27-08-2022,17-10-2022
640,AT671585863609047907,KZ5999506HVXYZY3JUJI,202,Health and wellness services,5,20-03-2022,10-09-2022
641,BG60XTTX845800OI22AMHG,FR3481428835649QEVERDZJYP38,79,Consulting services,1,11-01-2022,26-02-2022
642,BG60XTTX845800OI22AMHG,IE64VVRQ32687269365888,236,Waste management services,1,05-12-2021,05-01-2022
643,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,FR1543277896585ZIK0CSQLQV29,225,Marketing services,5,27-04-2022,09-10-2022
644,MK238558E9MGV3EF749,BH58MVVMELSVPCFDSZUQT8,237,Event planning services,16,22-02-2021,13-07-2022
645,IT56S7325864523V7YMRWOSUY1J,VG31PSVD3306916511040551,61,Software services,2,20-09-2022,30-11-2022
646,IT56S7325864523V7YMRWOSUY1J,KZ08583RLSRYBXSZMLZ4,236,Training services,5,15-08-2021,03-02-2022
647,IT56S7325864523V7YMRWOSUY1J,CY8714298070SW8FV1GLHBWSTKYO,137,Consulting services,4,04-11-2021,10-03-2022
648,IT56S7325864523V7YMRWOSUY1J,MU79EOTT8963977338902634213BSU,203,Travel services,6,27-05-2022,04-12-2022
649,KW34WPWJBK15F3I0MTKUOEIJI89LLT,LV85LQVR5CYMZNTJEAENO,25,Training services,2,10-08-2022,30-10-2022
650,KW34WPWJBK15F3I0MTKUOEIJI89LLT,DK2320762204856596,28,Health and wellness services,3,04-01-2022,16-04-2022
651,CY5122402135SHM0H4LXR6ZNAKUI,AL8021214616W9VCCKPNSEDHIGBK,341,Health and wellness services,5,29-09-2021,23-03-2022
652,CY5122402135SHM0H4LXR6ZNAKUI,BA975439577438062611,342,Marketing services,1,14-09-2022,16-10-2022
653,GE05PJ4309768640882233,NO2855437598422,201,Health and wellness services,4,15-03-2022,17-07-2022
654,GE05PJ4309768640882233,FR521761738278VD4WOODAQLA67,186,Marketing services,4,10-06-2022,06-11-2022
655,GE05PJ4309768640882233,CH584827884PGVRUBCRFO,195,Insurance services,3,20-06-2022,19-09-2022
656,GE05PJ4309768640882233,NO5707298372619,393,Travel services,4,08-08-2022,24-12-2022
657,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,KW59IMZAU6XRJDDOMKHUQXXXQNGYBX,115,Insurance services,4,08-02-2022,15-06-2022
658,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,FR269578997927ZXUFJFD0UIZ87,419,Event planning services,1,21-08-2022,10-10-2022
659,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,AE595235723883635853522,258,Health and wellness services,3,22-09-2022,14-01-2023
660,AD0357942949XKSMVLBOOIBA,PT07106690676316508649610,114,Insurance services,3,15-02-2022,10-06-2022
661,AD0357942949XKSMVLBOOIBA,GL4455269002179975,243,Health and wellness services,7,30-09-2021,13-05-2022
662,AD0357942949XKSMVLBOOIBA,MR2368945812321419374551561,288,Travel services,8,02-02-2022,24-10-2022
663,SE4479248889724865310316,DO39GE7C12482803957849368595,188,Event planning services,2,30-03-2022,09-06-2022
664,SE4479248889724865310316,KZ08583RLSRYBXSZMLZ4,227,Security services,3,16-05-2022,15-08-2022
665,SE4479248889724865310316,CH9064317NC6X7QUDMO5B,135,Consulting services,1,08-01-2022,26-02-2022
666,SA6793YOGHIU7ALTAZLFWAKU,IS928892874631938551679674,338,Marketing services,4,17-04-2022,12-09-2022
667,SA6793YOGHIU7ALTAZLFWAKU,MD352HZKLXD7BFBSGKEAUTNZ,27,Finance services,5,10-07-2022,25-12-2022
668,SA6793YOGHIU7ALTAZLFWAKU,IL489787960417879635203,125,Finance services,2,14-09-2021,21-11-2021
669,SA6793YOGHIU7ALTAZLFWAKU,TN9828137049969786960962,418,Travel services,2,02-05-2022,25-07-2022
670,AD6546708196DCNFM1FYRYWR,MR2233184551320834197541398,324,Marketing services,9,31-07-2021,10-05-2022
671,AD6546708196DCNFM1FYRYWR,KZ57817DZXUEGJAWDPRF,155,Health and wellness services,2,28-10-2021,10-01-2022
672,AD6546708196DCNFM1FYRYWR,FR273037025062NQTUZGL8HIC68,302,Legal services,5,27-04-2022,09-10-2022
673,AD6546708196DCNFM1FYRYWR,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,168,Consulting services,6,14-06-2022,30-12-2022
674,PK96UAFUYAA6NVVXOQDYXM6R,AE208442104089089423018,347,Delivery services,1,24-07-2022,14-09-2022
675,BH72VEUO4WGT154P1GOGKD,DK6058517087729622,19,Travel services,5,09-04-2022,02-10-2022
676,BE78314242337572,BG80BGKW2232103ST3GTY6,457,Insurance services,2,15-02-2022,21-04-2022
677,BE78314242337572,FR521761738278VD4WOODAQLA67,175,Event planning services,9,05-01-2022,19-10-2022
678,BE78314242337572,FR1177144071868EIO0XBPAQH30,186,Training services,6,20-02-2022,22-08-2022
679,SE2575710596688421800564,FR2505908882660FTQILUB4R861,19,Delivery services,2,11-01-2022,17-03-2022
680,SE2575710596688421800564,AL0632649694SYHHMSPXSYAET4R2,234,Insurance services,8,18-04-2022,10-01-2023
681,RS34859514741464869106,AE791992291992682614433,203,Software services,10,19-11-2021,20-09-2022
682,RS34859514741464869106,FR052117707973ENFZR7TSHFB68,471,Consulting services,1,03-11-2022,17-12-2022
683,RS34859514741464869106,FR1543277896585ZIK0CSQLQV29,448,Insurance services,1,15-09-2022,28-10-2022
684,RS34859514741464869106,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,463,Travel services,2,05-10-2022,16-12-2022
685,MT81YCZR60394SJQRWKMUNVEAIDXKPA,BH68VDGEO3AQYIO5773CF6,165,Waste management services,2,26-03-2021,20-06-2021
686,MT81YCZR60394SJQRWKMUNVEAIDXKPA,PT13236191257141033561499,11,Finance services,1,29-04-2021,02-06-2021
687,MT81YCZR60394SJQRWKMUNVEAIDXKPA,LU51482S5LB0GJSVOYPP,186,Delivery services,1,27-08-2021,21-10-2021
688,FR1543277896585ZIK0CSQLQV29,FR044345369650K70UZEP1PLB38,15,Legal services,4,25-08-2022,24-12-2022
689,FR1543277896585ZIK0CSQLQV29,DK6058517087729622,408,Construction services,4,03-07-2022,13-11-2022
690,FR1543277896585ZIK0CSQLQV29,LI7115490UEKKHC5HEOMC,403,Construction services,4,14-08-2022,20-12-2022
691,FR521761738278VD4WOODAQLA67,DO09YBQL07479057498667250098,374,Construction services,4,05-03-2022,10-07-2022
692,FR521761738278VD4WOODAQLA67,FR156859604172LTRQ0ETNXXL69,249,Health and wellness services,4,17-02-2022,22-06-2022
693,SI27477425351749407,FR023968166162QFMI9LTRFYP13,345,Consulting services,5,14-09-2021,05-03-2022
694,FR162511973191FEJLUSCLSYA55,PL43281800397501597971052578,422,Training services,3,04-01-2022,06-04-2022
695,FR162511973191FEJLUSCLSYA55,AT671585863609047907,384,Health and wellness services,1,22-05-2022,26-06-2022
696,AT312563855247280428,FR866323816569TBEYXL0UTTS96,222,Waste management services,1,11-05-2022,20-06-2022
697,AT312563855247280428,PL02388355872187260826304548,458,Insurance services,12,31-07-2021,19-08-2022
698,AT312563855247280428,RS23635468475653514503,139,Construction services,9,25-02-2022,22-11-2022
699,AT312563855247280428,IT92R5558006844U0FADCFZP08W,274,Security services,1,25-06-2022,30-07-2022
700,FR0871364849612TYD80JXEME62,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,28,Legal services,2,22-02-2022,06-05-2022
701,FR0871364849612TYD80JXEME62,LB64197862DLT0DLQ7H8HKJHW7CI,80,Travel services,5,19-07-2022,23-12-2022
702,FR0871364849612TYD80JXEME62,GR522354528C95EVZDAXCLHWO6W,70,Security services,4,25-03-2022,28-07-2022
703,FR936121328389LQQGOASLWT796,KZ10710KAXRKBV4ETOSD,473,Construction services,2,22-07-2022,23-09-2022
704,NL57TYWJ4684226641,CZ4978198580333176676814,479,Health and wellness services,3,10-11-2021,28-02-2022
705,NL57TYWJ4684226641,AE208442104089089423018,353,Finance services,3,23-03-2022,13-07-2022
706,NO1086289381692,IS720835397310571562917668,73,Event planning services,1,19-11-2021,17-01-2022
707,NO1086289381692,DE02655198100986171775,185,Travel services,4,03-07-2022,21-11-2022
708,IL489787960417879635203,GB76IQCB97160799774998,268,Waste management services,2,02-11-2021,20-01-2022
709,IL489787960417879635203,CY12037553938HANCACNARCJXUQ2,217,Delivery services,3,17-10-2021,10-02-2022
710,IL489787960417879635203,FR9236728895752YBZZQ60JCF08,43,Travel services,1,24-02-2022,15-04-2022
711,AD9785172221O1G3LAZ3EHAY,FR1543277896585ZIK0CSQLQV29,468,Marketing services,4,27-07-2022,21-12-2022
712,AD9785172221O1G3LAZ3EHAY,FR637609456526U9RDEVHO5CB69,266,Construction services,2,15-06-2022,10-09-2022
713,AD9785172221O1G3LAZ3EHAY,FR355719122719UPWYHQHCWEX12,319,Finance services,3,10-08-2022,30-11-2022
714,AD9785172221O1G3LAZ3EHAY,AZ64HEGTJCSUZBLP4MODQD5TXA2Y,155,Health and wellness services,1,19-09-2022,25-10-2022
715,EE853716562864970222,FO5917849755420235,99,Finance services,1,04-08-2021,25-09-2021
716,EE853716562864970222,KW34WPWJBK15F3I0MTKUOEIJI89LLT,54,Security services,2,06-09-2022,13-11-2022
