TransferID,Sender,Receiver,Amount,Title,Date,Category,StandingOrder
1815,FR067220098632VIHYMPBGS8E97,DE14729572230611752366,1703,transfer to my other account,10-02-2022,9,NULL
1816,FR746574562519JBFAYYCZ5KX70,LI2942803QDOD3E000JXV,1253,transfer to my other account,12-12-2021,13,NULL
1817,FR746574562519JBFAYYCZ5KX70,LI2942803QDOD3E000JXV,1214,transfer to my other account,23-11-2021,8,NULL
1820,SK8004144805657907594151,GR610161458JIHV88MPLUUKPWJ5,405,transfer to my other account,07-12-2022,18,NULL
1821,ME29934419048456282390,FO0906938323937245,327,transfer to my other account,18-08-2022,6,NULL
1822,ME29934419048456282390,ES6345491053851602647405,1347,transfer to my other account,09-03-2022,18,NULL
1823,AT671585863609047907,ES1439225274313147027314,466,transfer to my other account,16-04-2022,15,NULL
1824,SA5545H45I8QO6OZPKC1AJ1H,AT671585863609047907,806,transfer to my other account,17-10-2022,4,NULL
1825,AT671585863609047907,SA5545H45I8QO6OZPKC1AJ1H,732,transfer to my other account,21-05-2022,17,NULL
1826,IT56S7325864523V7YMRWOSUY1J,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,361,transfer to my other account,08-01-2022,18,NULL
1827,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,IT56S7325864523V7YMRWOSUY1J,699,transfer to my other account,03-11-2022,8,NULL
1828,SK4311453993730578618418,KW34WPWJBK15F3I0MTKUOEIJI89LLT,1671,transfer to my other account,16-09-2022,4,NULL
1829,KW34WPWJBK15F3I0MTKUOEIJI89LLT,SK4311453993730578618418,708,transfer to my other account,07-08-2022,9,NULL
1830,GE05PJ4309768640882233,CY5122402135SHM0H4LXR6ZNAKUI,400,transfer to my other account,02-08-2022,6,NULL
1831,GE05PJ4309768640882233,CY5122402135SHM0H4LXR6ZNAKUI,359,transfer to my other account,19-07-2022,13,NULL
1832,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,AD0357942949XKSMVLBOOIBA,546,transfer to my other account,15-11-2021,18,NULL
1833,AD0357942949XKSMVLBOOIBA,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,1582,transfer to my other account,09-09-2022,3,NULL
1834,AD6546708196DCNFM1FYRYWR,SA6793YOGHIU7ALTAZLFWAKU,896,transfer to my other account,14-10-2021,6,NULL
1835,AD6546708196DCNFM1FYRYWR,SA6793YOGHIU7ALTAZLFWAKU,1793,transfer to my other account,07-07-2021,7,NULL
1836,AT406845176291948939,BH72VEUO4WGT154P1GOGKD,846,transfer to my other account,20-02-2022,16,NULL
1837,BH72VEUO4WGT154P1GOGKD,AT406845176291948939,1805,transfer to my other account,28-06-2022,15,NULL
1838,BE78314242337572,SE2575710596688421800564,676,transfer to my other account,05-10-2022,7,NULL
1839,BE78314242337572,RS34859514741464869106,1212,transfer to my other account,02-01-2023,12,NULL
1840,SE2575710596688421800564,RS34859514741464869106,760,transfer to my other account,06-09-2022,1,NULL
1841,SI27477425351749407,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,359,transfer to my other account,08-05-2022,11,NULL
1842,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,SI27477425351749407,1685,transfer to my other account,04-03-2022,11,NULL
1843,FR162511973191FEJLUSCLSYA55,AT312563855247280428,651,transfer to my other account,09-06-2022,4,NULL
1844,FR162511973191FEJLUSCLSYA55,AT312563855247280428,620,transfer to my other account,09-03-2022,4,NULL
1845,EE853716562864970222,FR957095196666WZCFKX7UIOC49,398,transfer to my other account,29-03-2022,2,NULL
1846,EE853716562864970222,FR957095196666WZCFKX7UIOC49,1592,transfer to my other account,08-03-2022,19,NULL
1847,FR1177144071868EIO0XBPAQH30,MT69HUPA88465GU9WRY2OMXLZEBAK28,2114,transfer to my other account,24-01-2022,9,NULL
1848,FR1177144071868EIO0XBPAQH30,MT69HUPA88465GU9WRY2OMXLZEBAK28,912,transfer to my other account,28-03-2022,19,NULL
1849,SA3042VLBFLEND4YGUQOFAGX,LT515349342197999350,1862,transfer to my other account,18-02-2022,5,NULL
1850,LT515349342197999350,SA3042VLBFLEND4YGUQOFAGX,462,transfer to my other account,18-09-2022,2,NULL
1851,BR6719619074764247260759846PC,PK16JVLT9WUDT2GTNRJXDCWX,1237,transfer to my other account,08-02-2022,8,NULL
1852,IE64VVRQ32687269365888,BR6719619074764247260759846PC,1857,transfer to my other account,13-06-2022,12,NULL
1853,BR0310713915481509546647092WZ,SA8805TF9YHK68JRJYE64GMK,1942,transfer to my other account,10-05-2022,11,NULL
1854,SA8805TF9YHK68JRJYE64GMK,BR0310713915481509546647092WZ,1616,transfer to my other account,27-05-2022,4,NULL
1855,BA975439577438062611,FR972388823743M5JPHUZ8VN953,755,transfer to my other account,03-01-2023,18,NULL
1856,FR972388823743M5JPHUZ8VN953,BA975439577438062611,4134,transfer to my other account,25-09-2022,5,NULL
1857,BA975439577438062611,FR972388823743M5JPHUZ8VN953,250,transfer to my other account,06-10-2022,9,NULL
1858,FR380744423606NAPDXC8TKRV13,MU31UEWC1168158191908027236MKS,902,transfer to my other account,09-03-2022,11,NULL
1859,AD9218574272NDERR6HYZMER,FR273037025062NQTUZGL8HIC68,525,transfer to my other account,29-12-2022,2,NULL
1860,FR273037025062NQTUZGL8HIC68,AD9218574272NDERR6HYZMER,873,transfer to my other account,13-12-2021,2,NULL
1861,AE595235723883635853522,RS23635468475653514503,1680,transfer to my other account,21-12-2022,12,NULL
1862,AE595235723883635853522,RS23635468475653514503,883,transfer to my other account,24-03-2022,1,NULL
1863,FR569310056713SC8KZOLNQYJ12,DE77222806807739559532,471,transfer to my other account,27-12-2022,8,NULL
1864,DE77222806807739559532,FR569310056713SC8KZOLNQYJ12,688,transfer to my other account,10-07-2022,6,NULL
1865,FR8950951953808OSTKJGGULZ02,FR269578997927ZXUFJFD0UIZ87,639,transfer to my other account,31-12-2021,9,NULL
1866,FR8950951953808OSTKJGGULZ02,FR269578997927ZXUFJFD0UIZ87,780,transfer to my other account,06-02-2022,5,NULL
1867,FR9236728895752YBZZQ60JCF08,LV85LQVR5CYMZNTJEAENO,512,transfer to my other account,22-08-2022,10,NULL
1868,VG35WZDA4882933705963825,FI5111950414945047,379,transfer to my other account,16-05-2022,10,NULL
1869,VG35WZDA4882933705963825,FI5111950414945047,836,transfer to my other account,22-12-2022,10,NULL
1870,CZ5240340767680109789049,FR980951897243NIURNICRP1L79,847,transfer to my other account,13-06-2022,17,NULL
1871,FR156859604172LTRQ0ETNXXL69,FR980951897243NIURNICRP1L79,962,transfer to my other account,03-06-2022,12,NULL
1872,PK91LXHIO89K2LVOSOZPAQWO,MR2233184551320834197541398,334,transfer to my other account,02-11-2022,10,NULL
1873,MR2233184551320834197541398,PK91LXHIO89K2LVOSOZPAQWO,878,transfer to my other account,12-04-2022,9,NULL
1874,AD9413090105NCMC3VM1EDKD,HU90888651622857489620287790,53,Security services,10-05-2022,15,1
1875,AD9413090105NCMC3VM1EDKD,HU90888651622857489620287790,53,Security services,10-06-2022,15,1
1876,CY9215826814N5WF0EAUVLRJNYEP,TN9828137049969786960962,241,Marketing services,22-06-2022,2,2
1877,CY9215826814N5WF0EAUVLRJNYEP,TN9828137049969786960962,241,Marketing services,23-07-2022,2,2
1878,CY9215826814N5WF0EAUVLRJNYEP,TN9828137049969786960962,241,Marketing services,23-08-2022,2,2
1879,CY9215826814N5WF0EAUVLRJNYEP,TN9828137049969786960962,241,Marketing services,23-09-2022,2,2
1880,CY9215826814N5WF0EAUVLRJNYEP,TN9828137049969786960962,241,Marketing services,24-10-2022,2,2
1881,FR45266161274652TMVIVPQ5L01,GR522354528C95EVZDAXCLHWO6W,354,Construction services,02-02-2022,3,3
1882,FR45266161274652TMVIVPQ5L01,GR522354528C95EVZDAXCLHWO6W,354,Construction services,05-03-2022,3,3
1883,FR45266161274652TMVIVPQ5L01,SE2575710596688421800564,256,Travel services,20-09-2021,13,4
1884,FR45266161274652TMVIVPQ5L01,SE2575710596688421800564,256,Travel services,21-10-2021,13,4
1885,FR45266161274652TMVIVPQ5L01,SE2575710596688421800564,256,Travel services,21-11-2021,13,4
1886,FR45266161274652TMVIVPQ5L01,SE2575710596688421800564,256,Travel services,22-12-2021,13,4
1887,FR45266161274652TMVIVPQ5L01,SE2575710596688421800564,256,Travel services,22-01-2022,13,4
1888,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,26-09-2021,14,5
1889,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,27-10-2021,14,5
1890,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,27-11-2021,14,5
1891,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,28-12-2021,14,5
1892,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,28-01-2022,14,5
1893,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,28-02-2022,14,5
1894,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,31-03-2022,14,5
1895,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,01-05-2022,14,5
1896,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,01-06-2022,14,5
1897,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,02-07-2022,14,5
1898,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,02-08-2022,14,5
1899,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,02-09-2022,14,5
1900,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,03-10-2022,14,5
1901,SI97275105530910376,LI9371923OXAYHIGPTSWF,447,Event planning services,03-11-2022,14,5
1902,ES3876567973341776820457,BR6719619074764247260759846PC,242,Security services,31-07-2022,13,6
1903,ES3876567973341776820457,BR6719619074764247260759846PC,242,Security services,31-08-2022,13,6
1904,ES3876567973341776820457,BR6719619074764247260759846PC,242,Security services,01-10-2022,13,6
1905,ES3876567973341776820457,BR6719619074764247260759846PC,242,Security services,01-11-2022,13,6
1906,SM79Q3694121719TOU8ASQA0WSB,FR666537258783X8OMC04VFTC42,37,Construction services,05-02-2022,12,7
1907,SM79Q3694121719TOU8ASQA0WSB,FR666537258783X8OMC04VFTC42,37,Construction services,08-03-2022,12,7
1908,SM79Q3694121719TOU8ASQA0WSB,FR666537258783X8OMC04VFTC42,37,Construction services,08-04-2022,12,7
1909,AE953455736311284747558,FR219161520100MAECISS28QI76,402,Finance services,08-04-2022,10,8
1910,AE953455736311284747558,FR219161520100MAECISS28QI76,402,Finance services,09-05-2022,10,8
1911,FI2219198455116224,DK1296358774419108,166,Legal services,12-05-2021,5,9
1912,FI2219198455116224,DK1296358774419108,166,Legal services,12-06-2021,5,9
1913,FI2219198455116224,DK1296358774419108,166,Legal services,13-07-2021,5,9
1914,FI2219198455116224,DK1296358774419108,166,Legal services,13-08-2021,5,9
1915,FI2219198455116224,DK1296358774419108,166,Legal services,13-09-2021,5,9
1916,FI2219198455116224,DK1296358774419108,166,Legal services,14-10-2021,5,9
1917,FI2219198455116224,DK1296358774419108,166,Legal services,14-11-2021,5,9
1918,FI2219198455116224,DK1296358774419108,166,Legal services,15-12-2021,5,9
1919,FI2219198455116224,DK1296358774419108,166,Legal services,15-01-2022,5,9
1920,FI2219198455116224,DK1296358774419108,166,Legal services,15-02-2022,5,9
1921,FI2219198455116224,DK1296358774419108,166,Legal services,18-03-2022,5,9
1922,FR980228933378SS3VLX9UACU28,AT406845176291948939,319,Insurance services,22-04-2022,17,10
1923,FR980228933378SS3VLX9UACU28,AT406845176291948939,319,Insurance services,23-05-2022,17,10
1924,FR815550418281TQ84CJY8Q0X83,LU40354T9JDUQ2D13TJD,440,Software services,16-05-2022,4,11
1925,FR815550418281TQ84CJY8Q0X83,LU40354T9JDUQ2D13TJD,440,Software services,16-06-2022,4,11
1926,FR815550418281TQ84CJY8Q0X83,LU40354T9JDUQ2D13TJD,440,Software services,17-07-2022,4,11
1927,FR815550418281TQ84CJY8Q0X83,LU40354T9JDUQ2D13TJD,440,Software services,17-08-2022,4,11
1928,FR815550418281TQ84CJY8Q0X83,LU40354T9JDUQ2D13TJD,440,Software services,17-09-2022,4,11
1929,FR815550418281TQ84CJY8Q0X83,FR664530848066PZS7RTSBPDX82,435,Health and wellness services,01-12-2021,4,12
1930,FR815550418281TQ84CJY8Q0X83,FR664530848066PZS7RTSBPDX82,435,Health and wellness services,01-01-2022,4,12
1931,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,30-10-2021,1,13
1932,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,30-11-2021,1,13
1933,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,31-12-2021,1,13
1934,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,31-01-2022,1,13
1935,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,03-03-2022,1,13
1936,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,03-04-2022,1,13
1937,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,04-05-2022,1,13
1938,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,04-06-2022,1,13
1939,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,05-07-2022,1,13
1940,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,05-08-2022,1,13
1941,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,05-09-2022,1,13
1942,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,06-10-2022,1,13
1943,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,06-11-2022,1,13
1944,SM83P90892886318JNTNUYDHWF0,FR980228933378SS3VLX9UACU28,263,Training services,07-12-2022,1,13
1945,KW85AYMHPBVBCVXTBEXRORUCADITVV,PL66688800934580256377748627,321,Event planning services,05-06-2022,7,14
1946,KW85AYMHPBVBCVXTBEXRORUCADITVV,PL66688800934580256377748627,321,Event planning services,06-07-2022,7,14
1947,KW85AYMHPBVBCVXTBEXRORUCADITVV,PL66688800934580256377748627,321,Event planning services,06-08-2022,7,14
1948,KW85AYMHPBVBCVXTBEXRORUCADITVV,PL66688800934580256377748627,321,Event planning services,06-09-2022,7,14
1949,KW85AYMHPBVBCVXTBEXRORUCADITVV,PL66688800934580256377748627,321,Event planning services,07-10-2022,7,14
1950,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,10-03-2022,8,15
1951,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,10-04-2022,8,15
1952,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,11-05-2022,8,15
1953,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,11-06-2022,8,15
1954,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,12-07-2022,8,15
1955,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,12-08-2022,8,15
1956,AL8021214616W9VCCKPNSEDHIGBK,NO8650701288944,156,Consulting services,12-09-2022,8,15
1957,IL757842282767511621870,FR1543277896585ZIK0CSQLQV29,344,Insurance services,13-11-2021,17,16
1958,IL757842282767511621870,FR1543277896585ZIK0CSQLQV29,344,Insurance services,14-12-2021,17,16
1959,IL757842282767511621870,AE953455736311284747558,361,Security services,02-11-2021,16,17
1960,IL757842282767511621870,AE953455736311284747558,361,Security services,03-12-2021,16,17
1961,IL757842282767511621870,AE953455736311284747558,361,Security services,03-01-2022,16,17
1962,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,20-06-2022,18,18
1963,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,21-07-2022,18,18
1964,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,21-08-2022,18,18
1965,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,21-09-2022,18,18
1966,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,22-10-2022,18,18
1967,KZ10710KAXRKBV4ETOSD,CR3363379287437459602,67,Legal services,22-11-2022,18,18
1968,KZ10710KAXRKBV4ETOSD,FR836087418377IWU8PVEGDVU13,483,Insurance services,21-10-2021,8,19
1969,KZ10710KAXRKBV4ETOSD,FR836087418377IWU8PVEGDVU13,483,Insurance services,21-11-2021,8,19
1970,ME70575675621862483580,MK2390315VYRI0CKX34,174,Training services,11-01-2022,18,20
1971,ME70575675621862483580,MK2390315VYRI0CKX34,174,Training services,11-02-2022,18,20
1972,ME70575675621862483580,MK2390315VYRI0CKX34,174,Training services,14-03-2022,18,20
1973,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,28-07-2021,12,21
1974,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,28-08-2021,12,21
1975,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,28-09-2021,12,21
1976,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,29-10-2021,12,21
1977,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,29-11-2021,12,21
1978,ME70575675621862483580,AT406845176291948939,206,Health and wellness services,30-12-2021,12,21
1979,HU78408361769375686963905817,GR610161458JIHV88MPLUUKPWJ5,246,Training services,22-09-2021,2,22
1980,HU78408361769375686963905817,GR610161458JIHV88MPLUUKPWJ5,246,Training services,23-10-2021,2,22
1981,HU78408361769375686963905817,GR610161458JIHV88MPLUUKPWJ5,246,Training services,23-11-2021,2,22
1982,SI14540525320707650,SA82871FSUT7YMRSB9HYZFRQ,241,Consulting services,22-05-2022,3,23
1983,SI14540525320707650,SA82871FSUT7YMRSB9HYZFRQ,241,Consulting services,22-06-2022,3,23
1984,SI14540525320707650,SA82871FSUT7YMRSB9HYZFRQ,241,Consulting services,23-07-2022,3,23
1985,PK06PYDX9IKDYX2W6BCBMLX1,FR9236728895752YBZZQ60JCF08,285,Training services,12-10-2022,17,24
1986,PK06PYDX9IKDYX2W6BCBMLX1,FR9236728895752YBZZQ60JCF08,285,Training services,12-11-2022,17,24
1987,PK06PYDX9IKDYX2W6BCBMLX1,FR9236728895752YBZZQ60JCF08,285,Training services,13-12-2022,17,24
1988,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,31-01-2022,1,25
1989,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,03-03-2022,1,25
1990,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,03-04-2022,1,25
1991,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,04-05-2022,1,25
1992,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,04-06-2022,1,25
1993,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,05-07-2022,1,25
1994,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,05-08-2022,1,25
1995,MC252479540832T14TYUTCAJX17,LT072751014736594693,267,Marketing services,05-09-2022,1,25
1996,MC252479540832T14TYUTCAJX17,FR637609456526U9RDEVHO5CB69,99,Software services,09-03-2022,15,26
1997,MC252479540832T14TYUTCAJX17,FR637609456526U9RDEVHO5CB69,99,Software services,09-04-2022,15,26
1998,MC252479540832T14TYUTCAJX17,FR637609456526U9RDEVHO5CB69,99,Software services,10-05-2022,15,26
1999,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,01-11-2021,17,27
2000,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,02-12-2021,17,27
2001,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,02-01-2022,17,27
2002,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,02-02-2022,17,27
2003,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,05-03-2022,17,27
2004,PL43281800397501597971052578,LI9802427CPUSD02PMERA,75,Security services,05-04-2022,17,27
2005,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,10-05-2022,9,28
2006,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,10-06-2022,9,28
2007,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,11-07-2022,9,28
2008,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,11-08-2022,9,28
2009,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,11-09-2022,9,28
2010,FR794576365824OBDHH9XQU3Z48,DE24606440803858670949,131,Event planning services,12-10-2022,9,28
2011,FR794576365824OBDHH9XQU3Z48,IS928892874631938551679674,54,Training services,23-03-2022,19,29
2012,FR794576365824OBDHH9XQU3Z48,IS928892874631938551679674,54,Training services,23-04-2022,19,29
2013,FR794576365824OBDHH9XQU3Z48,IS928892874631938551679674,54,Training services,24-05-2022,19,29
2014,FR794576365824OBDHH9XQU3Z48,IS928892874631938551679674,54,Training services,24-06-2022,19,29
2015,FR794576365824OBDHH9XQU3Z48,IS928892874631938551679674,54,Training services,25-07-2022,19,29
2016,MD02BZL3BAJBVBOSVTVUCZLH,FR718643467428HIJYLT8CYGQ82,230,Security services,17-07-2022,5,30
2017,MD02BZL3BAJBVBOSVTVUCZLH,FR718643467428HIJYLT8CYGQ82,230,Security services,17-08-2022,5,30
2018,MD02BZL3BAJBVBOSVTVUCZLH,FR718643467428HIJYLT8CYGQ82,230,Security services,17-09-2022,5,30
2019,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,19-07-2021,3,31
2020,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,19-08-2021,3,31
2021,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,19-09-2021,3,31
2022,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,20-10-2021,3,31
2023,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,20-11-2021,3,31
2024,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,21-12-2021,3,31
2025,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,21-01-2022,3,31
2026,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,21-02-2022,3,31
2027,DE42771744757544870860,FR555370117262M8MHCS4TW0778,247,Marketing services,24-03-2022,3,31
2028,MK76101XO6RF8MT6N44,PK96UAFUYAA6NVVXOQDYXM6R,183,Software services,24-02-2022,14,32
2029,MK76101XO6RF8MT6N44,PK96UAFUYAA6NVVXOQDYXM6R,183,Software services,27-03-2022,14,32
2030,MK76101XO6RF8MT6N44,PK96UAFUYAA6NVVXOQDYXM6R,183,Software services,27-04-2022,14,32
2031,NO8650701288944,AT678813955725840852,85,Event planning services,18-10-2022,12,33
2032,NO8650701288944,AT678813955725840852,85,Event planning services,18-11-2022,12,33
2033,NO8650701288944,AT678813955725840852,85,Event planning services,19-12-2022,12,33
2034,LI2033561S5WMFJ5ZBQZX,MK607269Y52K7L4HG42,261,Consulting services,07-11-2022,2,34
2035,LI2033561S5WMFJ5ZBQZX,MK607269Y52K7L4HG42,261,Consulting services,08-12-2022,2,34
2036,FR6770020963208J1UCIEIWYZ93,FR957095196666WZCFKX7UIOC49,381,Consulting services,17-08-2022,2,35
2037,FR6770020963208J1UCIEIWYZ93,FR957095196666WZCFKX7UIOC49,381,Consulting services,17-09-2022,2,35
2038,FR6770020963208J1UCIEIWYZ93,FR957095196666WZCFKX7UIOC49,381,Consulting services,18-10-2022,2,35
2039,FR6770020963208J1UCIEIWYZ93,FR957095196666WZCFKX7UIOC49,381,Consulting services,18-11-2022,2,35
2040,FR664530848066PZS7RTSBPDX82,DK2114195689978254,98,Travel services,30-11-2021,16,36
2041,FR664530848066PZS7RTSBPDX82,DK2114195689978254,98,Travel services,31-12-2021,16,36
2042,FR664530848066PZS7RTSBPDX82,DK2114195689978254,98,Travel services,31-01-2022,16,36
2043,FR664530848066PZS7RTSBPDX82,DK2114195689978254,98,Travel services,03-03-2022,16,36
2044,RO38TDIXDHGRSSBIIEBSAHNZ,FR666537258783X8OMC04VFTC42,188,Training services,23-08-2022,7,37
2045,RO38TDIXDHGRSSBIIEBSAHNZ,FR666537258783X8OMC04VFTC42,188,Training services,23-09-2022,7,37
2046,RO38TDIXDHGRSSBIIEBSAHNZ,FR666537258783X8OMC04VFTC42,188,Training services,24-10-2022,7,37
2047,RO38TDIXDHGRSSBIIEBSAHNZ,FR666537258783X8OMC04VFTC42,188,Training services,24-11-2022,7,37
2048,FR666537258783X8OMC04VFTC42,SM83P90892886318JNTNUYDHWF0,17,Consulting services,10-07-2022,10,38
2049,FR666537258783X8OMC04VFTC42,SM83P90892886318JNTNUYDHWF0,17,Consulting services,10-08-2022,10,38
2050,FR666537258783X8OMC04VFTC42,SM83P90892886318JNTNUYDHWF0,17,Consulting services,10-09-2022,10,38
2051,FR666537258783X8OMC04VFTC42,SM83P90892886318JNTNUYDHWF0,17,Consulting services,11-10-2022,10,38
2052,FR666537258783X8OMC04VFTC42,SM83P90892886318JNTNUYDHWF0,17,Consulting services,11-11-2022,10,38
2053,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,13-05-2022,18,39
2054,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,13-06-2022,18,39
2055,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,14-07-2022,18,39
2056,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,14-08-2022,18,39
2057,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,14-09-2022,18,39
2058,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,15-10-2022,18,39
2059,HR2750206937399363641,TR0242141JKJFDPUYFQ4BG1CHR,246,Travel services,15-11-2022,18,39
2060,FR9782327987451AYUC37U0EF51,FR262813619748PNCVTCELAXG12,132,Legal services,04-05-2022,14,40
2061,FR9782327987451AYUC37U0EF51,FR262813619748PNCVTCELAXG12,132,Legal services,04-06-2022,14,40
2062,FR9782327987451AYUC37U0EF51,IT56S7325864523V7YMRWOSUY1J,395,Travel services,28-04-2022,7,41
2063,FR9782327987451AYUC37U0EF51,IT56S7325864523V7YMRWOSUY1J,395,Travel services,29-05-2022,7,41
2064,FR9782327987451AYUC37U0EF51,IT56S7325864523V7YMRWOSUY1J,395,Travel services,29-06-2022,7,41
2065,FR9782327987451AYUC37U0EF51,IT56S7325864523V7YMRWOSUY1J,395,Travel services,30-07-2022,7,41
2066,FR9782327987451AYUC37U0EF51,IT56S7325864523V7YMRWOSUY1J,395,Travel services,30-08-2022,7,41
2067,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,22-07-2022,11,42
2068,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,22-08-2022,11,42
2069,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,22-09-2022,11,42
2070,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,23-10-2022,11,42
2071,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,23-11-2022,11,42
2072,LU51482S5LB0GJSVOYPP,LI2033561S5WMFJ5ZBQZX,145,Insurance services,24-12-2022,11,42
2073,SI74825760997584571,ES6345491053851602647405,265,Security services,15-12-2021,19,43
